,ORDER_NO,PRODUCT_CODE,ORDER_TYPE,TRANSFER_TYPE,MAIN_SOURCE,TRANSACTION_ID,TRANSACTION_TYPE,TRANSACTION_DATE,PENDING_TRANSACTION_TYPE,average_days,NEXT_TRXN_DATE_FORECAST
1750,2024-7-37    ,1759847,Stok,Kamyon,SCANIA CV AB,536093848.0000000000,Fatura Antrepo girişi,2024-03-15,Fatura Antrepo girişi,0.0,2024-03-15
1751,2024-7-21    ,2310169,Stok,Kamyon,SCANIA CV AB,536093919.0000000000,Fatura Antrepo girişi,2024-03-15,Beyanname ile Antrepo çıkışı,1.25,2024-03-18
1752,2024-5-43    ,2978233,Stok,Kamyon,SCANIA CV AB,1.0000000000,Sipariş,2024-01-30,Faturalandırıldı,16.0,2024-03-10
1753,2024-8-507   ,3V0880241J,Stok,Kamyon,SEAT,1.0000000000,Sipariş,2024-02-19,Faturalandırıldı,10.0,2024-03-15
1754,2024-8-555   ,036129717E,Stok,Kamyon,VOLKSWAGEN A.G.,536245594.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-03-18,DS Depo Kabul - Yerleştirme Alanına,0.42857142857142855,2024-03-19
1755,2024-11-654  ,050121113C,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-15,Faturalandırıldı,1.0,2024-03-17
1756,2024-9-535   ,2K1945096AA,Stok,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-08,Fatura Antrepo girişi,0.0,2024-03-08
1757,2024-9-535   ,2K1945096AA,Stok,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-08,Gönderildi,0.0,2024-03-08
1758,2024-4-658   ,3C8945208AD,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-01-26,Faturalandırıldı,3.0,2024-02-02
1759,2024-4-545   ,4K0853651B RU6,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-01-26,Faturalandırıldı,18.5,2024-03-12
1760,2024-8-511   ,5C5837380,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-02-19,Faturalandırıldı,8.0,2024-03-10
1761,2024-8-575   ,8Y0823509A,Stok,Kamyon,VOLKSWAGEN A.G.,536244306.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-03-18,DS Depo Kabul - Yerleştirme Alanına,0.0,2024-03-18
1762,2024-8-560   ,V03839900SL,Stok,Kamyon,VOLKSWAGEN A.G.,536094263.0000000000,Fatura Antrepo girişi,2024-03-15,Beyanname ile Antrepo çıkışı,1.0,2024-03-18
1763,2024-7-501   ,5F0919487B,Stok,Kamyon,SEAT,1.0000000000,Sipariş,2024-02-12,Faturalandırıldı,14.0,2024-03-18
1764,2024-10-525  ,05L253115A,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-07,Faturalandırıldı,5.0,2024-03-19
1765,2024-5-824   ,2GA941056M,Çok Acil,Express Kamyon TSEli 1,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-02-06,Fatura Antrepo girişi,7.0,2024-02-23
1766,2024-11-766  ,4N0907063MN,Çok Acil,Express Uçak,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-13,Faturalandırıldı,1.0,2024-03-15
1767,2024-9-545   ,5H0853651S 041,Stok,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-06,Fatura Antrepo girişi,4.5,2024-03-17
1768,2024-9-544   ,5NN853211A 9B9,Stok,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-08,Fatura Antrepo girişi,4.0,2024-03-18
1769,2024-3-840   ,5WA907561,Çok Acil,Express Kamyon TSEli 1,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-02-06,Fatura Antrepo girişi,4.0,2024-02-16
1770,2024-9-35    ,2634769,Stok,Kamyon,SCANIA CV AB,536212530.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-03-18,Beyanname ile Antrepo çıkışı,0.0,2024-03-18
1771,2024-8-574   ,03L906088JL,Stok,Kamyon,VOLKSWAGEN A.G.,536236992.0000000000,DS Depo Kabul - Fiktif Alandan Giriş Alanına Transfer,2024-03-18,DS Depo Kabul - Yerleştirme Aracına,0.0,2024-03-18
1772,2024-10-515  ,04E145299N,Stok,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-13,Gönderildi,-0.25,2024-03-12
1773,2024-10-515  ,04E145299N,Stok,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-13,Gönderildi,-0.25,2024-03-12
1774,2024-10-515  ,04E145299N,Stok,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-12,Fatura Antrepo girişi,2.857142857142857,2024-03-19
1775,2024-10-515  ,04E145299N,Stok,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-12,Gönderildi,-0.25,2024-03-11
1776,2024-11-654  ,04L103483,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-15,Faturalandırıldı,1.0,2024-03-17
1777,2024-10-629  ,059103469DE,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-07,Faturalandırıldı,4.142857142857143,2024-03-17
1778,2024-11-645  ,05L109243,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-15,Faturalandırıldı,1.0,2024-03-17
1779,2024-11-635  ,1K0201160BG,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-14,Faturalandırıldı,1.0,2024-03-16
1780,2024-8-574   ,2K0199232,Stok,Kamyon,VOLKSWAGEN A.G.,536237149.0000000000,DS Depo Kabul - Fiktif Alandan Giriş Alanına Transfer,2024-03-18,DS Depo Kabul - Yerleştirme Aracına,0.0,2024-03-18
1781,2024-7-677   ,2K0601027B 03C,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-02-16,Faturalandırıldı,1.0,2024-02-18
1782,2024-10-545  ,4K0807441  GRU,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-08,Faturalandırıldı,3.0,2024-03-15
1783,2024-11-745  ,4N2423053P,Çok Acil,Express Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-12,Faturalandırıldı,3.0,2024-03-19
1784,2024-11-654  ,5K0853675APGQF,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-15,Faturalandırıldı,1.5,2024-03-18
1785,2024-10-510  ,N  10546403,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-04,Faturalandırıldı,5.0,2024-03-16
1786,2024-7-600   ,N  10619401,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-02-16,Faturalandırıldı,13.0,2024-03-19
1787,2024-7-21    ,1722582,Stok,Kamyon,SCANIA CV AB,1.0000000000,Sipariş,2024-02-13,Faturalandırıldı,8.5,2024-03-05
1788,2024-10-307  ,6J0853667C 9B9,Acil,Kamyon,SEAT,1.0000000000,Sipariş,2024-03-07,Faturalandırıldı,3.0,2024-03-14
1789,2024-8-574   ,030905377D,Stok,Kamyon,VOLKSWAGEN A.G.,536236898.0000000000,DS Depo Kabul - Fiktif Alandan Giriş Alanına Transfer,2024-03-18,DS Depo Kabul - Yerleştirme Aracına,0.0,2024-03-18
1790,2024-11-787  ,0AM325025D ZK2,Çok Acil,Express Uçak,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-14,Faturalandırıldı,2.0,2024-03-19
1791,2024-2-655   ,2H7845206A,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-01-12,Faturalandırıldı,5.0,2024-01-24
1792,2024-7-675   ,2Q0907561Q,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-02-16,Faturalandırıldı,6.0,2024-03-02
1793,2024-9-645   ,5H0805706,Acil,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-05,Fatura Antrepo girişi,4.0,2024-03-15
1794,2024-9-645   ,5M0857521C,Acil,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-05,Fatura Antrepo girişi,5.0,2024-03-17
1795,2024-8-560   ,ASE25163500000,Stok,Kamyon,VOLKSWAGEN A.G.,536237619.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-03-18,DS Depo Kabul - Yerleştirme Alanına,0.0,2024-03-18
1796,2024-7-501   ,6F9121284D,Stok,Kamyon,SEAT,1.0000000000,Sipariş,2024-02-12,Faturalandırıldı,9.0,2024-03-05
1797,2024-8-502   ,6F9121284D,Stok,Kamyon,SEAT,1.0000000000,Sipariş,2024-02-19,Faturalandırıldı,9.0,2024-03-12
1798,2024-11-635  ,03N105266H,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-14,Faturalandırıldı,2.0,2024-03-19
1799,2024-9-636   ,06L103801D,Acil,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-05,Gönderildi,0.3181818181818182,2024-03-05
1800,2024-9-636   ,06L103801D,Acil,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-05,Fatura Antrepo girişi,2.5555555555555554,2024-03-11
1801,2024-10-629  ,06L103801D,Acil,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-11,Gönderildi,0.3181818181818182,2024-03-11
1802,2024-10-629  ,06L103801D,Acil,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-11,Fatura Antrepo girişi,2.5555555555555554,2024-03-17
1803,2024-8-555   ,1K0199555Q,Stok,Kamyon,VOLKSWAGEN A.G.,536236999.0000000000,DS Depo Kabul - Fiktif Alandan Giriş Alanına Transfer,2024-03-18,Beyanname ile Antrepo çıkışı,0.0,2024-03-18
1804,2024-8-555   ,1K0199555Q,Stok,Kamyon,VOLKSWAGEN A.G.,536236999.0000000000,DS Depo Kabul - Fiktif Alandan Giriş Alanına Transfer,2024-03-18,DS Depo Kabul - Yerleştirme Alanına,0.0,2024-03-18
1805,2024-11-664  ,2G4857705L RAA,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-17,Faturalandırıldı,1.0,2024-03-19
1806,2024-10-525  ,3AA853671B 9B9,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-07,Faturalandırıldı,2.0,2024-03-12
1807,2024-11-522  ,3AA853671B 9B9,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-14,Faturalandırıldı,2.0,2024-03-19
1808,2024-9-545   ,5G0823031J,Stok,Kamyon,VOLKSWAGEN A.G.,536094233.0000000000,Fatura Antrepo girişi,2024-03-15,Fatura Antrepo girişi,0.0,2024-03-15
1809,2024-9-545   ,5G0823031J,Stok,Kamyon,VOLKSWAGEN A.G.,536094233.0000000000,Fatura Antrepo girişi,2024-03-15,Beyanname ile Antrepo çıkışı,0.6666666666666666,2024-03-17
1810,2024-9-545   ,WHT000226,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-01,Faturalandırıldı,6.0,2024-03-16
1811,2024-8-11    ,1392261,Stok,Kamyon,SCANIA CV AB,1.0000000000,Sipariş,2024-02-20,Faturalandırıldı,11.0,2024-03-18
1812,2024-7-21    ,2790473,Stok,Kamyon,SCANIA CV AB,1.0000000000,Sipariş,2024-02-13,Faturalandırıldı,9.0,2024-03-06
1813,2024-11-303  ,575853687D 3Q7,Acil,Kamyon,SEAT,1.0000000000,Sipariş,2024-03-11,Faturalandırıldı,3.0,2024-03-18
1814,2024-10-307  ,575853687D 3Q7,Acil,Kamyon,SEAT,1.0000000000,Sipariş,2024-03-07,Faturalandırıldı,3.0,2024-03-14
1815,2024-8-555   ,038103196B,Stok,Kamyon,VOLKSWAGEN A.G.,536236979.0000000000,DS Depo Kabul - Fiktif Alandan Giriş Alanına Transfer,2024-03-18,DS Depo Kabul - Yerleştirme Aracına,0.42857142857142855,2024-03-19
1816,2024-10-521  ,05E906277A,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-07,Faturalandırıldı,4.666666666666667,2024-03-18
1817,2024-4-536   ,2E0511051G,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-01-26,Faturalandırıldı,5.0,2024-02-07
1818,2024-5-708   ,3G9839462B,Çok Acil,Express Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-02-06,Fatura Antrepo girişi,4.0,2024-02-16
1819,2024-10-772  ,4K5867409E 3LP,Çok Acil,Express Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-12,Fatura Antrepo girişi,3.0,2024-03-19
1820,2024-10-744  ,4K5867409E 3LP,Çok Acil,Express Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-12,Fatura Antrepo girişi,3.0,2024-03-19
1821,2024-9-645   ,7E0807177A,Acil,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-05,Fatura Antrepo girişi,5.0,2024-03-17
1822,2024-10-541  ,8V0951210D,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-08,Faturalandırıldı,4.75,2024-03-19
1823,2024-6-528   ,N  10552404,Stok,Kamyon,VOLKSWAGEN A.G.,535184196.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-03-06,DS Depo Kabul - Fiktif Alandan Giriş Alanına Transfer,0.0,2024-03-06
1824,2024-6-528   ,N  10552404,Stok,Kamyon,VOLKSWAGEN A.G.,535184196.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-03-06,Beyanname ile Antrepo çıkışı,0.0,2024-03-06
1825,2024-6-528   ,N  10552404,Stok,Kamyon,VOLKSWAGEN A.G.,535184196.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-03-06,DS Depo Kabul - Yerleştirme Alanına,0.5,2024-03-07
1826,2024-5-543   ,N  10552404,Stok,Kamyon,VOLKSWAGEN A.G.,535125031.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-03-05,DS Depo Kabul - Fiktif Alandan Giriş Alanına Transfer,0.0,2024-03-05
1827,2024-5-543   ,N  10552404,Stok,Kamyon,VOLKSWAGEN A.G.,535125031.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-03-05,Beyanname ile Antrepo çıkışı,0.0,2024-03-05
1828,2024-5-543   ,N  10552404,Stok,Kamyon,VOLKSWAGEN A.G.,535125031.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-03-05,DS Depo Kabul - Yerleştirme Alanına,0.5,2024-03-06
1829,2024-7-37    ,2824017,Stok,Kamyon,SCANIA CV AB,3.0000000000,Gönderildi,2024-03-13,Gönderildi,0.0,2024-03-13
1830,2024-7-37    ,2824017,Stok,Kamyon,SCANIA CV AB,3.0000000000,Gönderildi,2024-03-13,Fatura Antrepo girişi,1.0,2024-03-15
1831,2024-8-2     ,3023226,Çok Acil,Air Express,SCANIA CV AB,1.0000000000,Sipariş,2024-02-19,Faturalandırıldı,0.0,2024-02-19
1832,2024-11-303  ,1P0853667  9B9,Acil,Kamyon,SEAT,1.0000000000,Sipariş,2024-03-11,Faturalandırıldı,2.5,2024-03-17
1833,2024-11-624  ,03N105266M,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-13,Faturalandırıldı,1.0,2024-03-15
1834,2024-2-520   ,1K0959455FR,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-01-11,Faturalandırıldı,11.0,2024-02-07
1835,2024-2-770   ,1T0833412C,Çok Acil,Express Uçak,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-01-12,Fatura Antrepo girişi,1.0,2024-01-14
1836,2024-4-838   ,3C8853247  GRU,Çok Acil,Express Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-02-06,Fatura Antrepo girişi,7.0,2024-02-23
1837,2024-10-741  ,4E0129627M,Çok Acil,Express Uçak,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-06,Fatura Antrepo girişi,1.0,2024-03-08
1838,2024-10-502  ,7E0819631,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-04,Faturalandırıldı,6.0,2024-03-19
1839,2024-11-604  ,8U0853959Q 4U8,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-11,Faturalandırıldı,2.0,2024-03-16
1840,2024-10-629  ,8U0853959Q 4U8,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-07,Faturalandırıldı,2.0,2024-03-12
1841,2024-9-544   ,059109641K,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-01,Faturalandırıldı,7.0,2024-03-18
1842,2024-6-552   ,1K0805911K,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-02-09,Faturalandırıldı,11.0,2024-03-07
1843,2024-10-545  ,2G6807454B,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-08,Faturalandırıldı,4.0,2024-03-18
1844,2024-10-525  ,3AA868243A,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-07,Faturalandırıldı,4.333333333333333,2024-03-17
1845,2024-3-628   ,5WA035286,Acil,Kamyon,VOLKSWAGEN A.G.,532687707.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-02-06,DS Depo Kabul - Yerleştirme Alanına,0.0,2024-02-06
1846,2024-9-521   ,8K0615231,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-02-29,Faturalandırıldı,6.0,2024-03-15
1847,2024-7-37    ,2562323,Stok,Kamyon,SCANIA CV AB,536093858.0000000000,Fatura Antrepo girişi,2024-03-15,Beyanname ile Antrepo çıkışı,0.7,2024-03-17
1848,2024-7-569   ,0AM198142AC,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-02-15,Faturalandırıldı,7.5,2024-03-04
1849,2024-8-573   ,0B5325330A,Stok,Kamyon,VOLKSWAGEN A.G.,536236707.0000000000,DS Depo Kabul - Fiktif Alandan Giriş Alanına Transfer,2024-03-18,DS Depo Kabul - Yerleştirme Aracına,0.5,2024-03-19
1850,2024-11-635  ,2Q0955453G,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-14,Faturalandırıldı,2.0,2024-03-19
1851,2024-7-580   ,3C0407151H,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-02-15,Faturalandırıldı,8.0,2024-03-06
1852,2024-2-770   ,4M8823302B,Çok Acil,Express Uçak,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-01-12,Fatura Antrepo girişi,1.0,2024-01-14
1853,2024-9-645   ,5G0807109AL,Acil,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-05,Fatura Antrepo girişi,4.0,2024-03-15
1854,2024-9-645   ,5G0807109AL,Acil,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-05,Fatura Antrepo girişi,4.0,2024-03-15
1855,2024-10-545  ,5WA407118,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-08,Faturalandırıldı,2.0,2024-03-13
1856,2024-11-638  ,6C0513025AH,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-14,Faturalandırıldı,1.0,2024-03-16
1857,2024-1-564   ,6C0953513  IGI,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-01-05,Faturalandırıldı,10.5,2024-01-31
1858,2024-10-547  ,7E0843514,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-08,Faturalandırıldı,4.4,2024-03-19
1859,2024-9-521   ,8S0615121A,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-02-29,Faturalandırıldı,7.333333333333333,2024-03-18
1860,2024-8-574   ,8W0807820,Stok,Kamyon,VOLKSWAGEN A.G.,536257140.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-03-18,DS Depo Kabul - Yerleştirme Alanına,0.3333333333333333,2024-03-19
1861,2024-10-18   ,2338117,Çok Acil,Air Express,SCANIA CV AB,1.0000000000,Sipariş,2024-03-05,Faturalandırıldı,0.0,2024-03-05
1862,2024-7-21    ,2349684,Stok,Kamyon,SCANIA CV AB,1.0000000000,Sipariş,2024-02-13,Faturalandırıldı,10.0,2024-03-09
1863,2024-8-11    ,2731993,Stok,Kamyon,SCANIA CV AB,536093947.0000000000,Fatura Antrepo girişi,2024-03-15,Beyanname ile Antrepo çıkışı,0.5,2024-03-16
1864,2024-6-39    ,2963717,Stok,Kamyon,SCANIA CV AB,3.0000000000,Gönderildi,2024-03-13,Fatura Antrepo girişi,-8.0,2024-02-22
1865,2024-5-56    ,3183876,Stok,Kamyon,SCANIA CV AB,536093816.0000000000,Fatura Antrepo girişi,2024-03-15,Beyanname ile Antrepo çıkışı,1.1428571428571428,2024-03-18
1866,2024-5-56    ,3183876,Stok,Kamyon,SCANIA CV AB,536093816.0000000000,Fatura Antrepo girişi,2024-03-15,Fatura Antrepo girişi,1.25,2024-03-18
1867,2024-8-555   ,03L105243,Stok,Kamyon,VOLKSWAGEN A.G.,536237004.0000000000,DS Depo Kabul - Fiktif Alandan Giriş Alanına Transfer,2024-03-18,DS Depo Kabul - Yerleştirme Aracına,0.0,2024-03-18
1868,2024-1-607   ,06A903315E,Acil,Kamyon,VOLKSWAGEN A.G.,530967279.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-01-17,DS Depo Kabul - Fiktif Alandan Giriş Alanına Transfer,0.0,2024-01-17
1869,2024-1-607   ,06A903315E,Acil,Kamyon,VOLKSWAGEN A.G.,530967279.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-01-17,Beyanname ile Antrepo çıkışı,0.0,2024-01-17
1870,2024-1-607   ,06A903315E,Acil,Kamyon,VOLKSWAGEN A.G.,530967279.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-01-17,DS Depo Kabul - Yerleştirme Alanına,0.3333333333333333,2024-01-18
1871,2024-1-607   ,06A903315E,Acil,Kamyon,VOLKSWAGEN A.G.,530967279.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-01-17,DS Depo Kabul - Fiktif Alandan Giriş Alanına Transfer,0.0,2024-01-17
1872,2024-1-607   ,06A903315E,Acil,Kamyon,VOLKSWAGEN A.G.,530967279.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-01-17,Beyanname ile Antrepo çıkışı,0.0,2024-01-17
1873,2024-1-607   ,06A903315E,Acil,Kamyon,VOLKSWAGEN A.G.,530967279.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-01-17,DS Depo Kabul - Yerleştirme Alanına,0.3333333333333333,2024-01-18
1874,2024-1-607   ,06A903315E,Acil,Kamyon,VOLKSWAGEN A.G.,530967279.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-01-17,DS Depo Kabul - Fiktif Alandan Giriş Alanına Transfer,0.0,2024-01-17
1875,2024-1-607   ,06A903315E,Acil,Kamyon,VOLKSWAGEN A.G.,530967279.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-01-17,Beyanname ile Antrepo çıkışı,0.0,2024-01-17
1876,2024-1-607   ,06A903315E,Acil,Kamyon,VOLKSWAGEN A.G.,530967279.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-01-17,DS Depo Kabul - Yerleştirme Alanına,0.3333333333333333,2024-01-18
1877,2024-9-543   ,070103385A,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-01,Faturalandırıldı,7.0,2024-03-18
1878,2024-8-638   ,1K0937125D,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-02-22,Faturalandırıldı,4.0,2024-03-03
1879,2024-3-817   ,2HH971065,Çok Acil,Express Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-02-06,Fatura Antrepo girişi,3.0,2024-02-13
1880,2024-2-661   ,2N0498099A,Acil,Kamyon,VOLKSWAGEN A.G.,531644978.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-01-25,DS Depo Kabul - Yerleştirme Alanına,0.0,2024-01-25
1881,2024-10-629  ,3Q0511115AH,Acil,Kamyon,VOLKSWAGEN A.G.,536094122.0000000000,Fatura Antrepo girişi,2024-03-15,Beyanname ile Antrepo çıkışı,0.0,2024-03-15
1882,2024-10-605  ,5Q0121251HS,Acil,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-06,Gönderildi,0.0,2024-03-06
1883,2024-10-605  ,5Q0121251HS,Acil,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-06,Fatura Antrepo girişi,2.0,2024-03-11
1884,2024-10-632  ,5WA698151P,Acil,Kamyon,VOLKSWAGEN A.G.,536094031.0000000000,Fatura Antrepo girişi,2024-03-15,Beyanname ile Antrepo çıkışı,1.0,2024-03-18
1885,2024-10-632  ,5WA698151P,Acil,Kamyon,VOLKSWAGEN A.G.,536094031.0000000000,Fatura Antrepo girişi,2024-03-15,Beyanname ile Antrepo çıkışı,1.0,2024-03-18
1886,2024-2-608   ,7LA955711A,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-01-09,Faturalandırıldı,24.0,2024-03-09
1887,2024-10-546  ,WHT005538,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-08,Faturalandırıldı,4.75,2024-03-19
1888,2024-2-770   ,WHT009308,Çok Acil,Express Uçak,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-01-12,Fatura Antrepo girişi,1.0,2024-01-14
1889,2024-7-37    ,2134356,Stok,Kamyon,SCANIA CV AB,3.0000000000,Gönderildi,2024-03-13,Gönderildi,0.0,2024-03-13
1890,2024-7-21    ,2304662,Stok,Kamyon,SCANIA CV AB,1.0000000000,Sipariş,2024-02-13,Faturalandırıldı,14.0,2024-03-19
1891,2024-8-546   ,059115611AA,Stok,Kamyon,VOLKSWAGEN A.G.,535245032.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-03-06,DS Depo Kabul - Yerleştirme Alanına,1.0,2024-03-09
1892,2024-6-537   ,059115611AA,Stok,Kamyon,VOLKSWAGEN A.G.,535209978.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-03-06,DS Depo Kabul - Yerleştirme Alanına,1.0,2024-03-08
1893,2024-11-753  ,0XW253185,Çok Acil,Express Uçak,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-12,Faturalandırıldı,1.0,2024-03-14
1894,2024-10-545  ,2GM919491A,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-08,Faturalandırıldı,4.0,2024-03-18
1895,2024-2-661   ,2H0805734A,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-01-12,Faturalandırıldı,10.0,2024-02-06
1896,2024-10-515  ,431955465A,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-07,Faturalandırıldı,4.5,2024-03-18
